"Ensembl","Gene_Symbols"
"ENSG00000132326","PER2"
"ENSG00000244405","ETV5"
"ENSG00000144567","RETREG2"
"ENSG00000198369","SPRED2"
"ENSG00000130540","SULT4A1"
"ENSG00000182013","PNMA8A"
"ENSG00000180044","C3orf80"
"ENSG00000171314","PGAM1"
"ENSG00000188766","SPRED3"
"ENSG00000128590","DNAJB9"
"ENSG00000168824","NSG1"
"ENSG00000124785","NRN1"
"ENSG00000240204","SMKR1"
"ENSG00000071553","ATP6AP1"
"ENSG00000086717","PPEF1"
"ENSG00000117152","RGS4"
"ENSG00000054803","CBLN4"
"ENSG00000158828","PINK1"
"ENSG00000171617","ENC1"
"ENSG00000137124","ALDH1B1"
"ENSG00000070087","PFN2"
"ENSG00000165943","MOAP1"
"ENSG00000179820","MYADM"
"ENSG00000282164","PEG13"
"ENSG00000158792","SPATA2L"
"ENSG00000154096","THY1"
"ENSG00000176903","PNMA1"
"ENSG00000164112","TMEM155"
"ENSG00000186212","SOWAHB"
"ENSG00000182916","TCEAL7"
"ENSG00000136710","CCDC115"
"ENSG00000179918","SEPHS2"
"ENSG00000158109","TPRG1L"
"ENSG00000240694","PNMA2"
"ENSG00000111897","SERINC1"
"ENSG00000188636","RTL6"
"ENSG00000184602","SNN"
"ENSG00000115963","RND3"
"ENSG00000254585","MAGEL2"
"ENSG00000271303","SRXN1"
"ENSG00000177432","NAP1L5"
"ENSG00000174516","PELI3"
"ENSG00000112541","PDE10A"
"ENSG00000241360","PDXP"
"ENSG00000147669","POLR2K"
"ENSG00000128245","YWHAH"
"ENSG00000176749","CDK5R1"
"ENSG00000163888","CAMK2N2"
"ENSG00000120875","DUSP4"
"ENSG00000128285","MCHR1"
"ENSG00000187678","SPRY4"
"ENSG00000177875","CCDC184"
"ENSG00000172115","CYCS"
"ENSG00000174684","B4GAT1"
"ENSG00000164600","NEUROD6"
"ENSG00000139318","DUSP6"
"ENSG00000159248","GJD2"
"ENSG00000173825","TIGD3"
"ENSG00000156976","EIF4A2"
"ENSG00000175426","PCSK1"
"ENSG00000117009","KMO"
"ENSG00000130368","MAS1"
"ENSG00000158050","DUSP2"
"ENSG00000147571","CRH"
