"Ensembl","Gene_Symbols"
"ENSG00000244405","ETV5"
"ENSG00000198369","SPRED2"
"ENSG00000164512","ANKRD55"
"ENSG00000147571","CRH"
"ENSG00000120875","DUSP4"
"ENSG00000054803","CBLN4"
"ENSG00000187678","SPRY4"
"ENSG00000241563","CORT"
"ENSG00000101438","SLC32A1"
"ENSG00000148082","SHC3"
"ENSG00000171130","ATP6V0E2"
"ENSG00000171314","PGAM1"
"ENSG00000188042","ARL4C"
"ENSG00000132326","PER2"
"ENSG00000204681","GABBR1"
"ENSG00000137726","FXYD6"
"ENSG00000152291","TGOLN2"
"ENSG00000163888","CAMK2N2"
"ENSG00000248485","PCP4L1"
"ENSG00000128564","VGF"
"ENSG00000188290","HES4"
"ENSG00000176907","TCIM"
"ENSG00000145741","BTF3"
"ENSG00000182220","ATP6AP2"
"ENSG00000100784","RPS6KA5"
"ENSG00000111652","COPS7A"
"ENSG00000163399","ATP1A1"
"ENSG00000205581","HMGN1"
"ENSG00000197746","PSAP"
"ENSG00000111907","TPD52L1"
"ENSG00000130540","SULT4A1"
"ENSG00000133872","SARAF"
"ENSG00000162520","SYNC"
"ENSG00000103154","NECAB2"
"ENSG00000182013","PNMA8A"
"ENSG00000120053","GOT1"
"ENSG00000071553","ATP6AP1"
"ENSG00000082641","NFE2L1"
"ENSG00000149575","SCN2B"
"ENSG00000103502","CDIPT"
"ENSG00000173141","MRPL57"
"ENSG00000132824","SERINC3"
"ENSG00000102409","BEX4"
"ENSG00000178233","TMEM151B"
"ENSG00000174938","SEZ6L2"
"ENSG00000144567","RETREG2"
"ENSG00000008952","SEC62"
"ENSG00000270170","NCBP2AS2"
"ENSG00000111897","SERINC1"
"ENSG00000092096","SLC22A17"
"ENSG00000128683","GAD1"
"ENSG00000281344","HELLPAR"
"ENSG00000154096","THY1"
"ENSG00000243701","DUBR"
"ENSG00000111906","HDDC2"
"ENSG00000104164","BLOC1S6"
"ENSG00000187730","GABRD"
"ENSG00000071575","TRIB2"
"ENSG00000131238","PPT1"
"ENSG00000129244","ATP1B2"
"ENSG00000138741","TRPC3"
"ENSG00000165943","MOAP1"
"ENSG00000078177","N4BP2"
"ENSG00000135916","ITM2C"
"ENSG00000109107","ALDOC"
"ENSG00000089248","ERP29"
"ENSG00000105409","ATP1A3"
"ENSG00000182916","TCEAL7"
"ENSG00000134153","EMC7"
"ENSG00000134575","ACP2"
"ENSG00000177954","RPS27"
"ENSG00000136003","ISCU"
"ENSG00000116649","SRM"
"ENSG00000114902","SPCS1"
"ENSG00000102678","FGF9"
"ENSG00000136750","GAD2"
"ENSG00000177875","CCDC184"
"ENSG00000119335","SET"
"ENSG00000175768","TOMM5"
"ENSG00000211450","SELENOH"
"ENSG00000135452","TSPAN31"
"ENSG00000180398","MCFD2"
"ENSG00000116005","PCYOX1"
"ENSG00000174748","RPL15"
"ENSG00000125869","LAMP5"
"ENSG00000131116","ZNF428"
"ENSG00000198830","HMGN2"
"ENSG00000180964","TCEAL8"
"ENSG00000116030","SUMO1"
"ENSG00000103769","RAB11A"
"ENSG00000144227","NXPH2"
"ENSG00000229117","RPL41"
"ENSG00000101460","MAP1LC3A"
"ENSG00000086598","TMED2"
