"Term.name","P.value","Z.score","Combined.score","Overlapping.genes","Adjusted.p.value","Old.p.value","Old.adjusted.p.value","gene.count","TF_NAME","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor","DEseq_DE_BHQ"
"NRF1 (mouse)",2.8429371793176e-07,2.72553191489362,41.082645509166,"['RPL30', 'COX7B', 'NDUFA13', 'SEH1L', 'COX4I1', 'POMP', 'COX7A2', 'FOXO4', 'COX5B', 'MEA1', 'SLC5A3', 'COX7C', 'COX5A', 'PET117', 'MRPL54', 'TMEM220', 'TOMM22', 'PSMB6', 'RPS15', 'RPS14', 'HINT3', 'BAG1', 'RPL35', 'RPL38', 'RPS10', 'CHCHD1', 'COX8A', 'NDUFA6', 'NDUFA5', 'SSR4', 'RPL21', 'RPS8', 'COX6C', 'COX6B1', 'RPS28', 'SNRNP25', 'GEMIN7', 'RPS21', 'RPS24', 'PDZRN4', 'TOMM5', 'SRSF9']",7.64750101236434e-05,0,0,42,"NRF1",7.64750101236434e-05,2.74347443311857e-31,8.59133325468693e-19,0.874750737979355,0.874394120357568,-0.0497595083636545,2.34689533833632e-05,0.199374015749818
"HIF1A (human)",0.00152139868130411,1.91152908394288,12.4022399859729,"['COX7B', 'CNTNAP1', 'RPS19BP1', 'RPL10', 'NDUFB3', 'OR9Q1', 'COX7A2', 'COX7A1', 'COX5A', 'PSMB10', 'UXT', 'RPS15', 'EEF1B2', 'RPS15A', 'SUMO1', 'DDT', 'BLOC1S1', 'SEC61B', 'PCDHA9', 'RPS10', 'RPL39', 'RPS13', 'COX6B1', 'RPS26', 'MRPL52', 'MORN2', 'SNRPG', 'RPL24', 'FAU', 'RPL29', 'CCDC150', 'BEX5']",0.13680711884074,0,0,32,"HIF1A",0.13680711884074,0.524431052539902,0.00186529445025647,0.333119346825934,0.332395158408244,1.84590119513897,0.000607543792814419,0.0107428676317449
"NR1I2 (human)",0.00152572994989672,2.05468044958569,13.3251828089164,"['CNTNAP1', 'UQCRB', 'COX4I1', 'COX17', 'MRPS12', 'OR9Q1', 'UQCR11', 'FOXO4', 'RPL10A', 'COX5A', 'TMEM220', 'TOMM22', 'RPS15', 'KLC2', 'RPL18A', 'DDT', 'RPL35', 'RPS10', 'COX8A', 'COX6B1', 'RPS26', 'MRPL52', 'RPS27', 'RPL24', 'RPS24', 'SRSF9']",0.13680711884074,0,0,26,"NR1I2",0.13680711884074,NA,NA,NA,NA,NA,NA,NA
"CPEB1 (human)",0.00682429237114009,10.8026431718062,53.8756617543769,"['CHIT1', 'UQCR10', 'TMPRSS11F']",0.370761343194402,0,0,3,"CPEB1",0.370761343194402,2.24273447734865e-28,4.99561472400602e-10,0.639223415154641,0.638669197265166,-0.211854590703303,0.00247126144634236,0.66075715249416
"NR5A2 (mouse)",0.00793422751401034,1.74579783559751,8.44367218331521,"['COX7B', 'NDUFA13', 'CNTNAP1', 'MRPS12', 'NDUFB2', 'UQCR11', 'FOXO4', 'COX5B', 'RPL10A', 'COX7A1', 'TOMM22', 'PSMD7', 'RPL18A', 'RPL36AL', 'BAG1', 'UQCRFS1', 'POLR2I', 'POLR2L', 'FIS1', 'SUN2', 'MRPS24', 'SSR4', 'TPBG', 'RIIAD1', 'MRPL21', 'MRPL51', 'TOMM5', 'GZF1']",0.370761343194402,0,0,28,"NR5A2",0.370761343194402,NA,NA,NA,NA,NA,NA,NA
"TP63 (human)",0.00826976973667811,1.79737335834897,8.61867236730289,"['COX7B', 'NDUFB3', 'NDUFB1', 'MRPL14', 'TMEM160', 'UQCR10', 'MEA1', 'PSMB10', 'UXT', 'PSMB6', 'CTSK', 'RPS27A', 'TMSB10', 'COX8A', 'RPL41', 'NDUFA5', 'NME2', 'CHIT1', 'MRPL52', 'RPS27', 'GAN', 'RPL24', 'FAU', 'RPL29', 'RPS24']",0.370761343194402,0,0,25,"TP63",0.370761343194402,NA,NA,NA,NA,NA,NA,NA
"IRF8 (human)",0.0129315968435387,1.65568498968572,7.19905343029037,"['RPL30', 'NDUFA13', 'CNTNAP1', 'MRPS12', 'COX7A2', 'UQCR10', 'SLC5A3', 'COX7C', 'ZFP36L1', 'RPS15', 'NKAIN2', 'RPS14', 'BAG1', 'RPL35', 'RPS12', 'CHGB', 'RPL41', 'MRPS24', 'TPBG', 'MID1', 'RPS27', 'MRPL51', 'UQCRQ', 'SNRPG', 'RNF181', 'RPL24', 'CTXN2', 'RPL29', 'RPS21']",0.404208233254467,0,0,29,"IRF8",0.404208233254467,NA,NA,NA,NA,NA,NA,NA
"YY1 (mouse)",0.013409835122369,1.65021397571413,7.11533796026432,"['TMEM185B', 'ISCA2', 'NDUFA13', 'MRPS12', 'NDUFB2', 'LENG9', 'MRPL14', 'FOXO4', 'COX5B', 'RPL10A', 'GBA2', 'UQCRH', 'MRPL54', 'CYB5D1', 'RPS15', 'KLC2', 'SUMO1', 'SPOCK2', 'RPS10', 'POLR2J', 'FIS1', 'NDUFA6', 'SSR4', 'MRPS18B', 'RPL35A', 'RPS28', 'GAN', 'FAU', 'RPL26']",0.404208233254467,0,0,29,"YY1",0.404208233254467,6.27493191586787e-13,4.002006464613e-10,0.824313896732824,0.823775918171581,0.220349345966686,0.0535324945781881,0.259891340440779
"HNF4A (mouse)",0.0139284054976546,2.43454545454545,10.4048211374222,"['TMEM185B', 'COX8A', 'RPS26', 'IFI27L1', 'FIS1', 'SSR4', 'GEMIN7', 'RPL10A', 'CHCHD1', 'ZFP36L1']",0.404208233254467,0,0,10,"HNF4A",0.404208233254467,NA,NA,NA,NA,NA,NA,NA
"CREM (human)",0.015026328373772,2.05696296296296,8.63503053277608,"['COX8A', 'SEH1L', 'RPL21', 'RPL34', 'TPBG', 'RPL11', 'FOXO4', 'RPL9', 'MRPL54', 'RPS28', 'RPS27', 'CCDC85B', 'SPOCK2', 'C18ORF32']",0.404208233254467,0,0,14,"CREM",0.404208233254467,0.0261545905989217,0.109656661240409,NA,NA,NA,0.0232713661287863,0.61679512418143
